Probe	Symbol	acg	dlpfc	cb	amy	hc	nacc	new-mean-6	Symbol									
54906_at	C10orf18	6	-6	-4	4	7	10	0.272500801										
3630_at	INS	15	13	5	15	8	6	0.272501356										
23406_at	COTL1	-2	9	9	3	13	10	0.272521187										
55656_at	INTS8	17	-3	13	14	16	-6	0.272537795										
9023_at	CH25H	-3	0	17	16	-2	2	0.272634656										
5304_at	PIP	17	6	-6	-4	-1	5	0.272650833										
79171_at	RBM42	12	-6	-4	1	1	1	0.272664709										
3802_at	KIR2DL1	10	6	15	-1	0	11	0.272709477										
3834_at	KIF25	5	10	-6	17	15	6	0.272714998										
80233_at	C17orf70	9	6	14	0	0	10	0.272715065										
54958_at	TMEM160	10	0	7	11	9	-1	0.272730474										
55379_at	LRRC59	0	15	10	1	1	-2	0.272759495										
25806_at	VAX2	15	8	4	13	-5	-2	0.272767736										
29802_at	VPREB3	16	0	8	-2	-1	17	0.272790842										
8825_at	LIN7A	2	9	15	12	10	6	0.272828196										
22870_at	SAPS1	-3	9	16	9	2	12	0.272831711										
79989_at	TTC26	9	-1	3	9	0	14	0.272833159										
80097_at	FAM128B	13	8	12	17	10	9	0.272868964										
4744_at	NEFH	8	7	8	-1	-2	11	0.272963748										
23493_at	HEY2	13	-6	13	15	14	13	0.273001298										
2886_at	GRB7	8	11	2	13	-3	-6	0.273046233										
51497_at	TH1L	3	-3	-4	0	-6	4	0.273082332										
4929_at	NR4A2	12	5	11	8	-3	-2	0.273121288										
80207_at	OPA3	11	16	-1	-6	8	3	0.273122062										
1193_at	CLIC2	1	-5	-6	-1	-4	3	0.273123353										
92211_at	CDHR1	5	5	3	2	-2	5	0.27319465										
116372_at	LYPD1	8	6	4	-4	17	17	0.273310736										
5939_at	RBMS2	15	8	-2	10	-4	10	0.273336593										
6793_at	STK10	7	11	9	10	12	1	0.273342145										
55071_at	C9orf40	1	13	-4	15	9	12	0.273380707										
54_at	ACP5	-5	4	-4	13	16	-4	0.273385121										
3916_at	LAMP1	6	-4	12	0	-6	9	0.273394433										
1271_at	CNTFR	17	14	17	6	-3	15	0.273399746										
51569_at	UFM1	10	9	2	-6	14	14	0.273429297										
30817_at	EMR2	3	2	2	0	5	3	0.273442328										
3550_at	IK	9	13	3	16	12	14	0.27345055										
2938_at	GSTA1	2	6	1	6	9	-4	0.273518669										
1717_at	DHCR7	7	1	3	1	0	9	0.273555035										
7564_at	ZNF16	8	13	12	9	8	16	0.273583811										
6363_at	CCL19	7	12	9	1	12	17	0.273627962										
2036_at	EPB41L1	14	9	15	-2	9	15	0.273670077										
3964_at	LGALS8	0	1	-2	-6	2	2	0.27367378										
9820_at	CUL7	1	5	-6	14	9	10	0.273809865										
5091_at	PC	10	5	9	5	-5	7	0.273820823										
820_at	CAMP	11	-4	11	3	17	2	0.273822078										
8776_at	MTMR1	-5	11	12	10	17	-6	0.273875602										
9749_at	PHACTR2	9	10	11	10	0	11	0.273892903										
5547_at	PRCP	-4	16	1	14	17	1	0.273935765										
26960_at	NBEA	7	12	-4	14	10	12	0.273973042										
79890_at	RIN3	6	10	-3	5	0	15	0.274005166										
55526_at	DHTKD1	17	10	11	10	7	12	0.27402548										
29115_at	SAP30BP	3	9	11	12	5	7	0.274031978										
2819_at	GPD1	5	0	16	-4	2	2	0.274065281										
4277_at	MICB	-6	3	-6	3	-3	3	0.274083679										
7837_at	PXDN	8	6	7	4	1	14	0.274086042										
50856_at	CLEC4A	1	9	-1	10	6	6	0.274170992										
11330_at	CTRC	-2	6	8	-5	17	11	0.274197803										
146691_at	TOM1L2	16	7	-6	14	-1	2	0.274205119										
4973_at	OLR1	-1	-1	0	-5	-2	-3	0.274213181										
4018_at	LPA	3	12	-5	11	9	6	0.274215332										
84436_at	ZNF528	11	16	16	12	10	13	0.274217843										
4689_at	NCF4	12	6	-1	14	5	7	0.274247878										
81620_at	CDT1	10	6	-1	1	8	15	0.27426818										
7710_at	ZNF154	12	16	1	8	12	10	0.274278151										
81_at	ACTN4	6	8	5	6	0	9	0.274317646										
9643_at	MORF4L2	4	16	12	7	2	17	0.274340421										
2707_at	GJB3	11	9	7	14	-6	7	0.274375966										
165_at	AEBP1	7	8	16	3	-4	-4	0.274463657										
11027_at	LILRA2	9	7	-4	7	12	11	0.274479685										
22905_at	EPN2	12	17	-5	11	15	10	0.274485006										
51185_at	CRBN	8	11	-2	10	15	13	0.274508836										
5346_at	PLIN1	3	7	13	6	7	6	0.274510938										
5507_at	PPP1R3C	-3	10	4	13	13	-4	0.274522532										
84720_at	PIGO	11	-5	11	-5	3	16	0.274538648										
416_at	ARSF	-4	-6	9	16	17	2	0.274587233										
9882_at	TBC1D4	-3	11	17	11	17	3	0.274587542										
28680_at	TRAV8-6	-5	1	10	-2	-6	-5	0.274637179										
2184_at	FAH	16	11	-3	-4	13	15	0.274746556										
64837_at	KLC2	-5	8	16	-1	4	4	0.274759522										
5600_at	MAPK11	15	13	8	8	11	-3	0.274817347										
1119_at	CHKA	8	11	12	12	13	15	0.274888518										
56606_at	SLC2A9	-5	-4	9	8	17	14	0.274898167										
23228_at	PLCL2	4	14	3	7	17	13	0.274944648										
25801_at	GCA	4	-4	-2	-1	3	11	0.274957988										
6993_at	DYNLT1	4	14	8	7	2	11	0.274990896										
81605_at	URM1	15	0	-3	3	0	-6	0.27510446										
51386_at	EIF3L	-6	8	-3	-6	12	-6	0.275118305										
55175_at	KLHL11	15	0	-3	10	14	6	0.275147205										
3848_at	KRT1	-3	2	7	17	0	9	0.275161981										
10907_at	TXNL4A	-5	-3	15	-2	-3	-4	0.275165449										
9208_at	LRRFIP1	4	9	15	3	4	4	0.275206828										
6907_at	TBL1X	5	8	10	12	11	6	0.275224396										
25876_at	SPEF1	-1	7	0	-2	2	-1	0.27525824										
9111_at	NMI	0	12	4	3	9	-2	0.275330544										
4892_at	NRAP	-4	10	2	3	13	9	0.275335717										
3975_at	LHX1	11	6	-1	-6	4	14	0.275370514										
3159_at	HMGA1	0	15	-3	8	-6	-2	0.275394413										
2028_at	ENPEP	1	1	-2	1	4	6	0.27539489										
6812_at	STXBP1	8	7	10	8	0	17	0.275422784										
4049_at	LTA	15	2	3	9	9	17	0.275424357										
9399_at	STOML1	-3	7	-6	4	6	-6	0.275549347										
23503_at	ZFYVE26	7	16	4	10	17	-1	0.27558013										
55111_at	PLEKHJ1	15	3	16	3	-2	16	0.27560439										
55812_at	SPATA7	-1	10	9	-4	5	-4	0.27561737										
6326_at	SCN2A	12	6	-5	9	16	1	0.275627651										
6328_at	SCN3A	-3	17	11	1	12	-6	0.275763192										
51198_at	C9orf53	10	1	7	16	-3	-5	0.275802737										
64149_at	C17orf75	3	-2	-4	-2	7	1	0.275861079										
7743_at	ZNF189	13	13	8	9	17	9	0.275874522										
79902_at	NUP85	5	-2	1	1	1	7	0.275879654										
9365_at	KL	14	-5	8	17	-6	-1	0.275897359										
944_at	TNFSF8	7	1	14	14	4	4	0.275950208										
23397_at	NCAPH	16	1	2	-6	8	7	0.275965825										
79741_at	C10orf68	-4	2	17	-6	8	10	0.275990766										
4311_at	MME	-1	0	5	15	10	7	0.276112785										
56244_at	BTNL2	-5	6	4	17	-3	-3	0.276123124										
7253_at	TSHR	17	-6	12	9	16	9	0.276132574										
80321_at	CEP70	12	-5	4	10	15	9	0.276141257										
3004_at	GZMM	16	15	-6	10	-6	-3	0.276166866										
211_at	ALAS1	-1	2	1	-2	5	-6	0.276186014										
81623_at	DEFB126	-2	5	4	11	-3	-3	0.276197383										
80224_at	NUBPL	3	-4	8	-1	2	-3	0.276198397										
56107_at	PCDHGA9	0	12	13	9	-2	1	0.276226561										
55750_at	AGK	15	13	15	-5	6	3	0.276230838										
54499_at	TMCO1	5	16	3	-5	10	16	0.276378225										
7447_at	VSNL1	11	5	-6	13	-5	2	0.276421596										
79020_at	C7orf25	4	-5	15	-3	10	8	0.276491319										
114819_at	CROCCL2	1	12	-4	-4	13	10	0.276494506										
23400_at	ATP13A2	12	7	-6	1	-6	1	0.276538174										
51375_at	SNX7	7	15	10	-1	3	-5	0.276544886										
64784_at	CRTC3	6	1	8	3	-3	7	0.276631588										
80129_at	C6orf97	5	-2	1	-5	-1	2	0.276690919										
64398_at	MPP5	5	-5	1	-4	10	8	0.276717024										
6598_at	SMARCB1	15	16	-2	1	9	-3	0.276807064										
3454_at	IFNAR1	-6	-3	5	-6	16	-4	0.276814872										
10525_at	HYOU1	1	12	12	5	-4	6	0.276830482										
54148_at	MRPL39	-1	-4	0	2	6	9	0.276870382										
54665_at	RSBN1	5	16	3	6	10	-2	0.276949679										
509_at	ATP5C1	17	15	9	13	15	7	0.276952493										
7053_at	TGM3	-3	5	-1	14	-2	10	0.276960782										
594_at	BCKDHB	-3	-3	10	15	14	4	0.276973503										
7086_at	TKT	13	1	13	-3	-4	0	0.27697695										
51320_at	MEX3C	4	-5	4	5	16	-6	0.276990164										
9263_at	STK17A	-5	8	5	2	-5	14	0.277018531										
79792_at	GSDMD	12	15	-4	-1	7	2	0.277034501										
79919_at	C2orf54	-2	6	7	8	-2	17	0.277115102										
8237_at	USP11	-6	7	6	2	17	-2	0.277146808										
9801_at	MRPL19	5	-6	17	-2	11	-4	0.277224093										
57119_at	SPINLW1	0	0	10	15	-4	5	0.277300323										
196_at	AHR	4	-6	-3	5	7	-2	0.277300433										
2906_at	GRIN2D	-4	6	11	9	-5	10	0.277307423										
1786_at	DNMT1	4	14	0	4	17	13	0.277323216										
51_at	ACOX1	-5	-4	1	-3	14	-6	0.277331885										
10531_at	PITRM1	7	7	8	10	8	6	0.277343242										
26575_at	RGS17	-6	2	-5	17	12	9	0.277420069										
654434_at	C17orf86	5	7	6	16	5	5	0.277423039										
55323_at	LARP6	4	-1	0	-4	-3	4	0.27744747										
1046_at	CDX4	13	9	6	-4	7	2	0.277466901										
55229_at	PANK4	3	17	3	-1	-5	0	0.277495327										
23354_at	HAUS5	-6	4	7	0	-1	6	0.277589156										
6355_at	CCL8	17	-2	3	16	6	17	0.277622801										
56848_at	SPHK2	-5	5	14	-1	-1	15	0.277674718										
54971_at	BANP	6	13	10	8	17	9	0.277700743										
9169_at	SFRS2IP	14	12	13	11	15	6	0.277721118										
6293_at	VPS52	16	3	7	14	10	2	0.277725017										
5523_at	PPP2R3A	3	0	11	-6	12	1	0.277785798										
27_at	ABL2	7	-6	10	16	-4	-2	0.277845303										
65264_at	UBE2Z	-4	0	4	10	0	10	0.27784637										
2314_at	FLII	6	-2	0	0	0	11	0.277864042										
25828_at	TXN2	-5	3	-3	16	16	15	0.277876346										
221037_at	JMJD1C	3	-5	-1	0	9	15	0.277924055										
11255_at	HRH3	-6	6	4	8	17	9	0.277988517										
9344_at	TAOK2	16	8	14	10	-1	16	0.278066719										
1814_at	DRD3	14	9	1	-5	7	14	0.278083998										
23315_at	SLC9A8	9	10	3	4	10	14	0.278104287										
27063_at	ANKRD1	8	11	-1	16	14	13	0.278132179										
7110_at	TMF1	5	-5	7	2	7	-4	0.278134141										
29781_at	NCAPH2	13	10	-2	16	-2	5	0.278162349										
10570_at	DPYSL4	7	9	17	3	-2	-6	0.27817673										
4644_at	MYO5A	17	1	15	9	4	6	0.278177049										
29015_at	SLC43A3	12	1	7	8	6	-1	0.278215127										
8192_at	CLPP	16	-1	-1	-5	-3	17	0.2783541										
23061_at	TBC1D9B	-6	-4	3	6	-2	-6	0.278356027										
1635_at	DCTD	9	11	-6	2	8	6	0.278378153										
11316_at	COPE	-5	-4	13	-4	17	-2	0.278449159										
8857_at	FCGBP	-2	5	4	2	2	4	0.278458655										
58157_at	NGB	2	8	-3	-4	-2	14	0.278463367										
10945_at	KDELR1	-3	16	-1	1	-1	17	0.278475238										
3779_at	KCNMB1	-2	2	10	12	12	10	0.278498045										
4931_at	NVL	6	0	7	2	13	9	0.27851354										
51548_at	SIRT6	0	8	8	8	2	5	0.278539642										
6767_at	ST13	5	2	-1	0	5	10	0.278555069										
5655_at	KLK10	-4	-1	12	13	9	10	0.278587292										
8660_at	IRS2	-5	11	-2	8	-4	-6	0.278587375										
51588_at	PIAS4	9	-6	16	9	16	13	0.278626353										
80212_at	CCDC92	13	8	11	7	-6	-6	0.278626933										
79658_at	ARHGAP10	7	10	-6	9	17	10	0.278636643										
150_at	ADRA2A	10	7	11	-2	-2	10	0.278637845										
10900_at	RUNDC3A	-6	11	-5	10	3	-3	0.278675										
56130_at	PCDHB6	-6	3	7	10	7	7	0.278708894										
968_at	CD68	5	12	-2	12	16	10	0.27874979										
643224_at	TUBBP5	3	7	12	1	0	8	0.27875333										
8352_at	HIST1H3C	-6	6	1	-3	15	10	0.278753714										
55568_at	GALNT10	17	-5	2	13	2	6	0.278874404										
2592_at	GALT	10	3	-3	-1	2	5	0.278967241										
56997_at	CABC1	5	4	-2	3	7	3	0.279005442										
718_at	C3	6	3	2	6	14	1	0.279016306										
4739_at	NEDD9	-2	10	-4	6	0	-2	0.279050258										
2217_at	FCGRT	-5	14	-2	10	15	-4	0.279055047										
667_at	DST	6	-3	17	-1	0	7	0.279142409										
4008_at	LMO7	2	-1	10	8	12	-1	0.27917413										
10930_at	APOBEC2	14	6	1	15	-6	2	0.27921091										
10948_at	STARD3	12	-6	17	7	17	-1	0.279259728										
10629_at	TAF6L	10	16	-1	9	11	0	0.279271321										
4486_at	MST1R	12	3	-4	9	10	-4	0.279295952										
23275_at	POFUT2	-1	3	5	-6	0	10	0.279337005										
113_at	ADCY7	-5	14	8	9	9	8	0.279411636										
64091_at	POPDC2	-4	2	-2	16	-1	-3	0.279478414										
5920_at	RARRES3	8	12	2	3	15	-4	0.279521683										
4137_at	MAPT	17	2	-2	10	-6	13	0.27957494										
9678_at	PHF14	-3	-3	9	1	11	-4	0.279585427										
9128_at	PRPF4	-5	-5	0	0	14	-2	0.279679997										
5297_at	PI4KA	-4	4	-3	9	-4	-2	0.279781492										
79134_at	TMEM185B	6	-2	6	1	7	10	0.279798293										
217_at	ALDH2	16	6	0	-6	16	3	0.279811367										
1788_at	DNMT3A	10	0	14	9	9	10	0.279820933										
154_at	ADRB2	0	-1	12	5	17	13	0.279822317										
28_at	ABO	13	10	-2	16	10	4	0.27983496										
10382_at	TUBB4	-4	-2	-3	2	-3	9	0.279864364										
4351_at	MPI	2	-2	5	1	6	1	0.279878877										
79632_at	FAM184A	1	1	2	-5	11	-4	0.279950865										
4118_at	MAL	9	-3	13	17	-5	11	0.279973517										
84060_at	C7orf64	2	-4	6	7	8	14	0.2799826										
3195_at	TLX1	-4	8	14	17	3	7	0.280010067										
2997_at	GYS1	2	12	10	6	7	0	0.280050704										
5611_at	DNAJC3	-5	1	9	-5	12	-1	0.280064489										
6368_at	CCL23	-6	1	8	0	-6	12	0.280101603										
725_at	C4BPB	6	11	15	15	7	-6	0.280107276										
28781_at	IGLV5-45	9	0	9	15	10	9	0.280121041										
7098_at	TLR3	-1	15	14	-5	7	10	0.2801249										
253959_at	RALGAPA1	6	16	9	-4	15	17	0.280148418										
115201_at	ATG4A	-1	-4	-2	1	5	10	0.28017887										
10739_at	RFPL2	7	14	-5	0	4	-2	0.280256077										
5049_at	PAFAH1B2	11	-1	11	1	-3	8	0.280256657										
7582_at	ZNF33B	-6	3	-5	-3	8	0	0.280272018										
1015_at	CDH17	15	3	16	1	13	9	0.280342245										
57720_at	GPR107	2	4	7	5	-5	13	0.280395458										
4905_at	NSF	10	9	8	11	-5	6	0.280440016										
4724_at	NDUFS4	17	-5	-6	-5	17	-3	0.28044459										
3604_at	TNFRSF9	9	5	7	15	9	12	0.280462067										
8871_at	SYNJ2	12	-5	-2	12	12	8	0.280504161										
64746_at	ACBD3	-4	17	-4	-1	15	5	0.280506927										
8914_at	TIMELESS	10	8	15	-4	8	7	0.280536229										
55146_at	ZDHHC4	-5	-1	7	-3	2	-5	0.280577404										
6866_at	TAC3	-5	3	-2	2	5	-6	0.28058999										
10529_at	NEBL	11	12	15	15	17	6	0.280695805										
80014_at	WWC2	10	9	-5	-1	11	10	0.280705332										
6472_at	SHMT2	-2	5	12	6	8	-6	0.280738202										
4246_at	SCGB2A1	6	10	5	-5	8	9	0.280830323										
79672_at	FN3KRP	6	10	8	8	15	11	0.280855843										
8708_at	B3GALT1	-6	8	12	11	10	5	0.280874372										
4067_at	LYN	-3	-6	-6	8	-4	4	0.280942413										
4218_at	RAB8A	16	1	0	3	16	-6	0.280959808										
8395_at	PIP5K1B	-5	11	7	-3	-2	13	0.281040125										
56603_at	CYP26B1	4	8	15	12	6	11	0.28116382										
2017_at	CTTN	10	15	-3	6	9	-3	0.281166819										
7133_at	TNFRSF1B	-1	16	-5	4	-1	-3	0.281193378										
9877_at	ZC3H11A	5	16	0	-4	17	16	0.281292592										
79650_at	C16orf57	16	4	-4	5	-2	12	0.281296029										
2736_at	GLI2	0	12	-2	12	3	3	0.281307284										
5216_at	PFN1	3	-5	13	-1	5	-3	0.281349325										
9846_at	GAB2	7	-5	10	5	-5	6	0.281371779										
261734_at	NPHP4	9	10	10	-6	14	-3	0.281392847										
7737_at	RNF113A	16	8	6	15	7	10	0.281395445										
10085_at	EDIL3	10	-3	-6	-6	-2	12	0.281436381										
80003_at	PCNXL2	-4	8	16	6	2	16	0.28145456										
23057_at	NMNAT2	12	8	8	6	-2	1	0.281468708										
80006_at	C5orf44	4	11	5	-2	7	4	0.281475547										
398_at	ARHGDIG	15	15	-4	8	2	-6	0.281495632										
23616_at	SH3BP1	14	1	-6	0	8	-5	0.281537115										
55611_at	OTUB1	14	0	-3	9	-4	-2	0.281550195										
22890_at	ZBTB1	7	8	12	4	12	6	0.281561412										
1822_at	ATN1	-5	6	-4	7	-2	-2	0.281584983										
5451_at	POU2F1	11	16	-3	8	14	12	0.281587296										
10919_at	EHMT2	14	13	12	11	9	8	0.281599856										
5802_at	PTPRS	-6	-4	-6	5	10	-5	0.281645461										
7284_at	TUFM	17	3	-6	-6	-1	-2	0.281679464										
80304_at	C2orf44	17	11	3	2	14	17	0.281711505										
29780_at	PARVB	-4	-3	10	-6	0	16	0.281782078										
3689_at	ITGB2	1	17	-1	5	-2	5	0.281820118										
221830_at	TWISTNB	-6	3	0	-4	11	-3	0.281880317										
91977_at	MYOZ3	-3	-5	3	-2	-5	4	0.281911128										
54587_at	MXRA8	16	13	10	-3	13	-5	0.281973517										
4634_at	MYL3	15	6	-3	-1	3	15	0.281977854										
55353_at	LAPTM4B	11	7	-5	-3	8	10	0.282004492										
283871_at	PGP	1	11	17	7	-1	17	0.282028225										
696_at	BTN1A1	-6	11	8	13	13	-5	0.282030771										
80723_at	TMEM22	6	15	7	-2	10	8	0.282034648										
1186_at	CLCN7	14	2	14	14	17	16	0.282135594										
26512_at	INTS6	6	11	-2	8	10	10	0.282151243										
6788_at	STK3	3	-2	7	1	5	-2	0.282197471										
8649_at	MAPKSP1	5	12	-1	6	8	1	0.282206058										
6608_at	SMO	11	-3	14	9	-1	2	0.282213482										
375035_at	SFT2D2	-3	-4	4	17	1	2	0.282236018										
192286_at	HIGD2A	-6	-4	12	-6	2	-3	0.282263589										
1208_at	CLPS	-6	15	13	2	-4	16	0.28228021										
6904_at	TBCD	2	7	12	14	-2	7	0.282385061										
80176_at	SPSB1	-5	2	13	-3	10	16	0.282509119										
5678_at	PSG9	17	-5	8	16	10	-3	0.282530347										
11283_at	CYP4F8	3	9	-2	-2	9	17	0.282582531										
55602_at	CDKN2AIP	-3	-4	9	1	11	-3	0.282606387										
10952_at	SEC61B	1	-6	-2	-4	17	8	0.282608624										
6374_at	CXCL5	-1	1	-1	1	-3	7	0.282609862										
1612_at	DAPK1	17	11	13	-5	17	0	0.282611433										
3777_at	KCNK3	15	9	9	0	2	-5	0.282643692										
9901_at	SRGAP3	-4	8	2	8	-3	0	0.282716929										
79648_at	MCPH1	-2	-1	2	2	9	9	0.282741429										
80263_at	TRIM45	3	4	-5	7	17	4	0.282776654										
5790_at	PTPRCAP	12	0	-3	-4	11	-2	0.282794778										
10728_at	PTGES3	1	-5	-5	-3	-5	-1	0.282849069										
51702_at	PADI3	14	5	17	14	6	3	0.282873491										
10554_at	AGPAT1	-5	5	-2	2	-2	-6	0.282933692										
393_at	ARHGAP4	8	9	-6	9	-1	6	0.28296614										
7461_at	CLIP2	5	13	-3	4	-5	5	0.283007377										
1743_at	DLST	17	13	6	4	4	15	0.283055364										
57338_at	JPH3	13	12	-1	14	0	-4	0.283059174										
79666_at	PLEKHF2	1	15	3	4	9	1	0.283075849										
117153_at	MIA2	1	1	9	-5	-3	-1	0.283130178										
80000_at	GREB1L	-1	2	6	17	1	12	0.283152767										
4112_at	MAGEB1	-3	17	16	6	-2	7	0.283158215										
23_at	ABCF1	4	3	-2	4	1	-1	0.283169035										
9274_at	BCL7C	-3	-6	13	14	9	-6	0.283169468										
22794_at	CASC3	4	4	5	2	16	12	0.283249785										
2316_at	FLNA	14	14	13	4	17	-4	0.283272109										
25850_at	ZNF345	9	15	3	-2	11	-5	0.283274159										
23118_at	TAB2	-2	17	6	16	-6	-3	0.283291171										
7102_at	TSPAN7	-6	7	17	12	-3	-6	0.283302471										
64240_at	ABCG5	16	4	8	13	0	6	0.283348331										
890_at	CCNA2	14	7	-4	9	13	-5	0.283375588										
5275_at	SERPINB13	8	-2	6	7	-4	7	0.283437826										
140462_at	ASB9	14	5	8	-2	9	13	0.283455483										
55700_at	MAP7D1	4	-1	0	7	-3	-2	0.283478089										
9904_at	RBM19	-6	-5	6	16	8	4	0.283554294										
10771_at	ZMYND11	5	12	-2	17	13	8	0.28356325										
7554_at	ZNF8	-1	-4	14	13	11	0	0.28362126										
3276_at	PRMT1	0	-1	6	-3	17	-5	0.283671412										
1282_at	COL4A1	-3	-4	-4	4	-2	-2	0.283673										
7374_at	UNG	6	5	0	8	10	-3	0.283686267										
64430_at	C14orf135	5	-5	10	1	7	-5	0.283714441										
833_at	CARS	3	3	-5	1	4	10	0.283718155										
79152_at	FA2H	10	-5	16	-5	-6	13	0.28372154										
23162_at	MAPK8IP3	12	9	-5	4	4	-5	0.283745697										
93643_at	TJAP1	12	-5	-6	14	-6	14	0.283759162										
55778_at	ZNF839	12	14	4	14	-3	13	0.283767416										
3507_at	IGHM	11	8	17	6	7	4	0.283864635										
641_at	BLM	-6	-4	8	-6	-5	10	0.283866149										
29066_at	ZC3H7A	8	14	-3	15	13	13	0.283870035										
2996_at	GYPE	1	8	-2	3	9	12	0.283878005										
10151_at	HNRNPA3P1	1	-4	6	-6	12	-5	0.28391015										
29095_at	ORMDL2	0	1	11	8	9	15	0.283926077										
2042_at	EPHA3	2	-5	10	15	12	-1	0.283949394										
29766_at	TMOD3	6	16	9	-2	6	-1	0.283993174										
6346_at	CCL1	-6	2	16	17	-4	-4	0.284033196										
5708_at	PSMD2	6	7	10	-4	-3	2	0.284168736										
258_at	AMBN	17	5	11	-4	5	13	0.28418245										
84444_at	DOT1L	11	14	6	-5	10	-3	0.284193385										
6343_at	SCT	-4	0	16	12	5	14	0.284214001										
23761_at	PISD	-3	4	-1	4	-4	4	0.284245162										
347853_at	TBX10	7	11	3	12	10	-6	0.284314368										
6561_at	SLC13A1	-1	-4	-5	-6	-1	0	0.284316233										
113146_at	AHNAK2	5	10	11	-1	7	0	0.284377117										
6004_at	RGS16	-3	-2	1	2	1	-1	0.28438807										
29074_at	MRPL18	-3	-4	-4	15	-6	-2	0.28446047										
57572_at	DOCK6	-6	3	-6	-6	6	17	0.284530694										
25776_at	CBY1	9	14	-6	6	12	8	0.284577367										
22885_at	ABLIM3	10	8	2	9	0	16	0.284594298										
23042_at	PDXDC1	3	12	2	-3	11	-2	0.284603714										
4502_at	MT2A	5	6	5	7	0	0	0.284608495										
2492_at	FSHR	6	9	7	14	15	0	0.28465183										
89853_at	FAM125B	9	-3	16	-3	-6	17	0.284704166										
10103_at	TSPAN1	-1	-1	10	12	-2	-6	0.284705637										
414_at	ARSD	5	14	2	11	7	10	0.284728023										
9266_at	CYTH2	1	3	-2	9	5	4	0.28474179										
124583_at	CANT1	-1	-6	2	3	15	16	0.28479276										
8729_at	GBF1	-6	9	-4	1	-3	-6	0.284949018										
823_at	CAPN1	5	13	16	2	6	-5	0.284966241										
4485_at	MST1	15	-6	17	9	11	-3	0.28499956										
9454_at	HOMER3	5	-4	16	1	-1	-4	0.285026016										
546_at	ATRX	2	11	-2	7	12	-6	0.285123033										
3028_at	HSD17B10	-6	-3	9	16	-6	14	0.285124197										
4239_at	MFAP4	-6	5	12	13	12	17	0.285251136										
5834_at	PYGB	16	10	2	1	12	8	0.285263701										
6581_at	SLC22A3	10	10	7	-3	4	-5	0.285299144										
358_at	AQP1	8	7	6	4	12	8	0.285308297										
4613_at	MYCN	-3	15	17	13	9	7	0.285346499										
23127_at	GLT25D2	7	-4	10	8	6	7	0.285363505										
58_at	ACTA1	10	-2	-3	-6	6	13	0.285456891										
25928_at	SOSTDC1	-6	-5	6	6	2	-1	0.285483159										
25840_at	METTL7A	0	17	3	15	14	1	0.285577225										
22868_at	FASTKD2	3	-4	0	1	10	4	0.285609582										
9982_at	FGFBP1	11	5	-2	-3	6	-5	0.28563932										
5997_at	RGS2	-5	8	8	-4	-3	15	0.285699079										
332_at	BIRC5	-3	6	11	14	16	12	0.285772937										
1327_at	COX4I1	-6	6	15	-3	14	9	0.285812712										
4707_at	NDUFB1	16	7	9	-6	8	7	0.285817372										
3235_at	HOXD9	-1	3	-4	14	1	11	0.285829203										
64231_at	MS4A6A	15	12	8	10	13	11	0.285853097										
64174_at	DPEP2	8	14	10	15	16	-1	0.285920427										
10069_at	RWDD2B	14	15	10	14	14	6	0.285963219										
55643_at	BTBD2	15	8	12	6	5	-6	0.286134275										
9203_at	ZMYM3	-6	6	1	3	9	6	0.286140793										
117246_at	FTSJ3	-2	2	1	11	5	-3	0.286163314										
4638_at	MYLK	6	-3	13	-6	13	6	0.286260187										
25813_at	SAMM50	-6	12	13	17	15	2	0.286263288										
10322_at	SMYD5	-4	0	8	1	-6	6	0.286274138										
4848_at	CNOT2	4	-3	-5	6	5	13	0.2863482										
29121_at	CLEC2D	5	9	-2	-5	13	5	0.28637376										
57406_at	ABHD6	8	-6	3	8	17	16	0.286447433										
5452_at	POU2F2	2	9	16	-2	-3	-6	0.286452932										
481_at	ATP1B1	8	10	-4	-2	12	15	0.28645491										
2312_at	FLG	15	10	-4	-3	3	1	0.286457038										
2549_at	GAB1	12	-3	13	-6	-6	13	0.286496889										
3547_at	IGSF1	9	7	1	-2	8	9	0.286506563										
23241_at	PACS2	10	-6	17	2	2	13	0.286513418										
53405_at	CLIC5	17	13	7	10	17	13	0.286531337										
4820_at	NKTR	8	13	-3	4	11	8	0.286554602										
57597_at	BAHCC1	1	5	7	0	17	5	0.286613902										
79752_at	ZFAND1	11	14	9	-1	4	-3	0.286631612										
8737_at	RIPK1	-1	-5	12	2	4	-1	0.286734655										
26034_at	IPCEF1	-6	11	16	7	0	-5	0.286754513										
891_at	CCNB1	0	13	7	-1	-4	3	0.286766002										
51411_at	BIN2	17	9	-6	15	2	0	0.286766803										
81631_at	MAP1LC3B	-2	2	-1	-4	-1	7	0.286882948										
5145_at	PDE6A	13	9	-4	12	-3	17	0.286884848										
23035_at	PHLPP2	-2	4	3	16	14	-6	0.286950848										
3030_at	HADHA	15	-2	-5	-4	11	2	0.286980276										
23155_at	CLCC1	6	-5	6	0	8	-3	0.287026716										
10421_at	CD2BP2	9	12	-1	12	1	-5	0.287042268										
84663_at	CYorf15B	9	-3	9	7	8	5	0.287136789										
55930_at	MYO5C	4	0	-5	5	5	7	0.287182068										
80150_at	ASRGL1	17	6	3	11	8	6	0.287240685										
4317_at	MMP8	-5	6	9	10	6	5	0.287254288										
25796_at	PGLS	9	-2	8	6	9	-5	0.287291563										
